id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,language,llm_model,prompt_version,generation_round,n_words
317,abandoned,"""['anger', 'fear', 'sadness']""","""['negative']""",sadness,I always feel abandoned when my friends don't show up on my birthday.,en,llama-3.1-8b-instant,v2-batch,1,13
318,lonesome,"""['sadness']""","""['negative']""",sadness,The long bus ride made me feel lonesome and disconnected from the world.,en,llama-3.1-8b-instant,v2-batch,1,13
319,lonesome,"""['sadness']""","""['negative']""",sadness,Living in a big city can make you feel lonesome and isolated.,en,llama-3.1-8b-instant,v2-batch,1,12
320,subjugation,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,Her feelings of subjugation weighed heavily after being trapped in the unhappy marriage.,en,llama-3.1-8b-instant,v2-batch,1,13
321,subjugation,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,The constant reminder of subjugation made her question her own self-worth and freedom.,en,llama-3.1-8b-instant,v2-batch,1,13
322,annulment,"""['sadness']""","""['negative']""",sadness,The news of annulment was a devastating blow to her already fragile sense of self.,en,llama-3.1-8b-instant,v2-batch,1,15
323,annulment,"""['sadness']""","""['negative']""",sadness,She struggled to come to terms with the annulment and the heartbreak that followed.,en,llama-3.1-8b-instant,v2-batch,1,14
324,decomposition,"""['disgust', 'fear', 'sadness']""","""['negative']""",sadness,Watching her mother's body undergo decomposition was a harrowing experience for her.,en,llama-3.1-8b-instant,v2-batch,1,12
325,decomposition,"""['disgust', 'fear', 'sadness']""","""['negative']""",sadness,The slow decomposition of their relationship left her feeling lost and isolated.,en,llama-3.1-8b-instant,v2-batch,1,12
326,neuralgia,"""['fear', 'sadness']""","""['negative']""",sadness,The sharp pain from neuralgia made it difficult for her to sleep at night.,en,llama-3.1-8b-instant,v2-batch,1,14
327,neuralgia,"""['fear', 'sadness']""","""['negative']""",sadness,Her chronic neuralgia left her feeling frustrated and disconnected from the world.,en,llama-3.1-8b-instant,v2-batch,1,12
328,jail,"""['fear', 'sadness']""","""['negative']""",sadness,The thought of being sent to jail for her mistakes was a constant source of anxiety.,en,llama-3.1-8b-instant,v2-batch,1,16
329,jail,"""['fear', 'sadness']""","""['negative']""",sadness,Her friend's imprisonment in jail was a harsh reminder of the consequences of her actions.,en,llama-3.1-8b-instant,v2-batch,1,15
330,grieve,"""['fear', 'sadness']""","""['negative']""",sadness,I'll have to grieve the loss of my favorite childhood home forever now.,en,llama-3.1-8b-instant,v2-batch,1,13
331,grieve,"""['fear', 'sadness']""","""['negative']""",sadness,The news of her passing will make me grieve for weeks to come.,en,llama-3.1-8b-instant,v2-batch,1,13
332,bum,"""['disgust', 'sadness']""","""['negative']""",sadness,He feels like a bum after losing his job and his girlfriend in one week.,en,llama-3.1-8b-instant,v2-batch,1,15
333,bum,"""['disgust', 'sadness']""","""['negative']""",sadness,"After the breakup, he started to feel like a complete bum with no direction.",en,llama-3.1-8b-instant,v2-batch,1,14
334,groan,"""['disgust', 'sadness']""","""['negative']""",sadness,The thought of going back to work after the long weekend makes me groan.,en,llama-3.1-8b-instant,v2-batch,1,14
335,groan,"""['disgust', 'sadness']""","""['negative']""",sadness,He let out a deep groan as he realized he had to go to the dentist again.,en,llama-3.1-8b-instant,v2-batch,1,17
336,wimpy,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,He feels wimpy for not standing up to the bully in his childhood.,en,llama-3.1-8b-instant,v2-batch,1,13
337,wimpy,"""['anger', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,The wimpy excuse he gave for not participating in the team didn't sound convincing.,en,llama-3.1-8b-instant,v2-batch,1,14
338,complain,"""['anger', 'sadness']""","""['negative']""",sadness,"All day, she complain about the noise from the construction site outside.",en,llama-3.1-8b-instant,v2-batch,1,12
339,complain,"""['anger', 'sadness']""","""['negative']""",sadness,He complain about the food at the new restaurant but didn't try anything else.,en,llama-3.1-8b-instant,v2-batch,1,14
340,console,"""['sadness']""","""['positive']""",sadness,"I spent hours staring at my computer console, trying to fix the error.",en,llama-3.1-8b-instant,v2-batch,1,13
341,console,"""['sadness']""","""['positive']""",sadness,"The console screen filled with a sea of red text, my heart sinking with each line.",en,llama-3.1-8b-instant,v2-batch,1,16
342,strip,"""['sadness']""","""['negative']""",sadness,"I watched as they carefully removed the strip of wallpaper, revealing the ugly wall underneath.",en,llama-3.1-8b-instant,v2-batch,1,15
343,strip,"""['sadness']""","""['negative']""",sadness,"The strip of duct tape struggled to hold the broken handle in place, a temporary fix at best.",en,llama-3.1-8b-instant,v2-batch,1,18
344,chagrin,"""['disgust', 'sadness']""","""['negative']""",sadness,The look of chagrin on her face told me I'd said something hurtful.,en,llama-3.1-8b-instant,v2-batch,1,13
345,chagrin,"""['disgust', 'sadness']""","""['negative']""",sadness,The athlete's chagrin was palpable as he realized he'd missed the winning shot.,en,llama-3.1-8b-instant,v2-batch,1,13
346,unfavorable,"""['disgust', 'sadness']""","""['negative']""",sadness,"The news was met with unfavorable reactions from the community, who felt it would harm the environment.",en,llama-3.1-8b-instant,v2-batch,1,17
347,unfavorable,"""['disgust', 'sadness']""","""['negative']""",sadness,The unfavorable weather forecast had us canceling the outdoor festival just hours before it was set to begin.,en,llama-3.1-8b-instant,v2-batch,1,18
348,dependence,"""['fear', 'sadness']""","""['negative']""",sadness,"My dependence on caffeine had reached an all-time high, and I knew it was time to cut back.",en,llama-3.1-8b-instant,v2-batch,1,18
349,dependence,"""['fear', 'sadness']""","""['negative']""",sadness,The family's dependence on the struggling business left them vulnerable to financial disaster.,en,llama-3.1-8b-instant,v2-batch,1,13
350,depraved,"""['anger', 'anticipation', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,Her depraved behavior shocked everyone at the family reunion.,en,llama-3.1-8b-instant,v2-batch,1,9
351,depraved,"""['anger', 'anticipation', 'disgust', 'fear', 'sadness']""","""['negative']""",sadness,The depraved actions he committed in the movie disturbed my sleep.,en,llama-3.1-8b-instant,v2-batch,1,11
352,spank,"""['anger', 'fear', 'sadness']""","""['negative']""",sadness,The thought of my grandma spank me when I was a child still hurts today.,en,llama-3.1-8b-instant,v2-batch,1,15
353,spank,"""['anger', 'fear', 'sadness']""","""['negative']""",sadness,The humiliating experience of getting spank by my teacher made me cry.,en,llama-3.1-8b-instant,v2-batch,1,12
354,veal,"""['sadness', 'trust']""","""[]""",sadness,I couldn't eat the veal at the fancy restaurant due to its cruelty.,en,llama-3.1-8b-instant,v2-batch,1,13
355,veal,"""['sadness', 'trust']""","""[]""",sadness,The memory of eating veal at a high-end restaurant still feels guilty to me.,en,llama-3.1-8b-instant,v2-batch,1,14
356,disillusionment,"""['anger', 'disgust', 'sadness']""","""['negative']""",sadness,The movie portrayed the main character's journey through disillusionment and sadness.,en,llama-3.1-8b-instant,v2-batch,1,11
357,disillusionment,"""['anger', 'disgust', 'sadness']""","""['negative']""",sadness,Overcoming disillusionment with my career requires a lot of self-reflection and patience.,en,llama-3.1-8b-instant,v2-batch,1,12
358,hospital,"""['fear', 'sadness', 'trust']""","""[]""",sadness,"After the car accident, my friend spent a week in the hospital recovering.",en,llama-3.1-8b-instant,v2-batch,1,13
359,hospital,"""['fear', 'sadness', 'trust']""","""[]""",sadness,Visiting my sick mother in the hospital was an emotional experience for me.,en,llama-3.1-8b-instant,v2-batch,1,13
360,stunned,"""['fear', 'surprise']""","""['negative']""",surprise,The audience was completely stunned by the magician's unexpected trick.,en,llama-3.1-8b-instant,v2-batch,1,10
361,stunned,"""['fear', 'surprise']""","""['negative']""",surprise,She felt completely stunned after hearing the shocking news about her favorite celebrity.,en,llama-3.1-8b-instant,v2-batch,1,13
362,improvisation,"""['surprise']""","""[]""",surprise,The comedian's hilarious improvisation skills left the entire audience in stitches.,en,llama-3.1-8b-instant,v2-batch,1,11
363,improvisation,"""['surprise']""","""[]""",surprise,The actor's incredible improvisation during the film's climax added an unexpected layer of depth.,en,llama-3.1-8b-instant,v2-batch,1,14
364,horror,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,The sudden drop in the rollercoaster sent a wave of horror through her entire body.,en,llama-3.1-8b-instant,v2-batch,1,15
365,horror,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,The horror movie's graphic content left many viewers screaming in the theater.,en,llama-3.1-8b-instant,v2-batch,1,12
366,perjury,"""['fear', 'surprise']""","""['negative']""",surprise,The revelation of perjury in the trial shocked everyone in the courtroom.,en,llama-3.1-8b-instant,v2-batch,1,12
367,perjury,"""['fear', 'surprise']""","""['negative']""",surprise,The politician's admission of perjury led to a massive scandal and public outcry.,en,llama-3.1-8b-instant,v2-batch,1,13
368,slayer,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,The rock band Slayer's intense performance left the crowd feeling exhilarated and exhausted.,en,llama-3.1-8b-instant,v2-batch,1,13
369,slayer,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,The action movie's slayer character was known for his brutal fighting skills and ruthless tactics.,en,llama-3.1-8b-instant,v2-batch,1,15
370,sanctify,"""['anticipation', 'joy', 'sadness', 'surprise', 'trust']""","""['positive']""",surprise,The news of the sudden miracle will help to sanctify this holy place.,en,llama-3.1-8b-instant,v2-batch,1,13
371,sanctify,"""['anticipation', 'joy', 'sadness', 'surprise', 'trust']""","""['positive']""",surprise,The community came together to sanctify the newly rebuilt church after the devastating fire.,en,llama-3.1-8b-instant,v2-batch,1,14
372,sweet,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",surprise,The surprise gift of a sweet cake on my birthday was truly delightful.,en,llama-3.1-8b-instant,v2-batch,1,13
373,sweet,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",surprise,The sweet melody of the song caught me off guard and left me in awe.,en,llama-3.1-8b-instant,v2-batch,1,15
374,youth,"""['anger', 'anticipation', 'fear', 'joy', 'surprise']""","""['positive']""",surprise,The inspiring speech about youth empowerment gave me a new perspective on life.,en,llama-3.1-8b-instant,v2-batch,1,13
375,youth,"""['anger', 'anticipation', 'fear', 'joy', 'surprise']""","""['positive']""",surprise,The vibrant energy of the youth dance competition was electric and thrilling.,en,llama-3.1-8b-instant,v2-batch,1,12
376,tickle,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",surprise,The playful kitten's attempt to tickle my hand made me laugh out loud.,en,llama-3.1-8b-instant,v2-batch,1,13
377,tickle,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",surprise,The unexpected tickle of the feather on my skin sent shivers down my spine.,en,llama-3.1-8b-instant,v2-batch,1,14
378,enchant,"""['anticipation', 'joy', 'surprise']""","""['positive']""",surprise,The magical show was designed to enchant the audience with its illusions.,en,llama-3.1-8b-instant,v2-batch,1,12
379,enchant,"""['anticipation', 'joy', 'surprise']""","""['positive']""",surprise,The charming performance was meant to enchant the royal family with its poetry.,en,llama-3.1-8b-instant,v2-batch,1,13
380,lawsuit,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,I never expected my neighbor to file a lawsuit against me over a trivial matter.,en,llama-3.1-8b-instant,v2-batch,1,15
381,lawsuit,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,"The news of the unexpected lawsuit shocked everyone in the community, leaving them stunned.",en,llama-3.1-8b-instant,v2-batch,1,14
382,intense,"""['anger', 'disgust', 'fear', 'joy', 'surprise', 'trust']""","""['negative', 'positive']""",surprise,The intense storm warning sent me scrambling to secure our outdoor furniture before it got blown away.,en,llama-3.1-8b-instant,v2-batch,1,17
383,intense,"""['anger', 'disgust', 'fear', 'joy', 'surprise', 'trust']""","""['negative', 'positive']""",surprise,Watching the intense firework display left me gasping in awe at its sheer brilliance.,en,llama-3.1-8b-instant,v2-batch,1,14
384,cheerful,"""['joy', 'surprise']""","""['positive']""",surprise,I couldn't believe how cheerful my friend was after receiving tickets to her favorite concert.,en,llama-3.1-8b-instant,v2-batch,1,15
385,cheerful,"""['joy', 'surprise']""","""['positive']""",surprise,"The cheerful birthday song caught me off guard, and I ended up singing along with everyone else.",en,llama-3.1-8b-instant,v2-batch,1,17
386,purity,"""['surprise']""","""['positive']""",surprise,The purity of mountain spring water is something I've always admired and aspired to drink.,en,llama-3.1-8b-instant,v2-batch,1,15
387,purity,"""['surprise']""","""['positive']""",surprise,The purity of her heart shone through in her selfless act of kindness towards a stranger.,en,llama-3.1-8b-instant,v2-batch,1,16
388,applause,"""['joy', 'surprise', 'trust']""","""['positive']""",surprise,The standing ovation and thunderous applause from the crowd left me speechless and beaming with pride.,en,llama-3.1-8b-instant,v2-batch,1,16
389,applause,"""['joy', 'surprise', 'trust']""","""['positive']""",surprise,"The sudden burst of applause after the comedian's punchline caught everyone off guard, including myself.",en,llama-3.1-8b-instant,v2-batch,1,15
390,invade,"""['anger', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,The sudden invasion caught everyone off guard and left them in shock at the surprise attack.,en,llama-3.1-8b-instant,v2-batch,1,16
391,invade,"""['anger', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,Her country's surprise invasion of the neighboring land was a shocking move that left many stunned.,en,llama-3.1-8b-instant,v2-batch,1,16
392,infrequent,"""['surprise']""","""[]""",surprise,The infrequent visits to the museum made him feel like he was experiencing it for the first time again.,en,llama-3.1-8b-instant,v2-batch,1,19
393,infrequent,"""['surprise']""","""[]""",surprise,Her infrequent phone calls to her best friend made her feel guilty and eager to reconnect.,en,llama-3.1-8b-instant,v2-batch,1,16
394,advance,"""['anticipation', 'fear', 'joy', 'surprise']""","""['positive']""",surprise,The sudden advance of the enemy forces left them with no other option but to retreat.,en,llama-3.1-8b-instant,v2-batch,1,16
395,advance,"""['anticipation', 'fear', 'joy', 'surprise']""","""['positive']""",surprise,The company's advance in technology led to a significant improvement in their product quality.,en,llama-3.1-8b-instant,v2-batch,1,14
396,clown,"""['anticipation', 'joy', 'surprise']""","""['positive']""",surprise,The clown's surprise birthday party for his friend was a huge hit and left everyone laughing.,en,llama-3.1-8b-instant,v2-batch,1,16
397,clown,"""['anticipation', 'joy', 'surprise']""","""['positive']""",surprise,The clown's silly antics left the kids in the audience in a state of surprise and delight.,en,llama-3.1-8b-instant,v2-batch,1,17
398,ceremony,"""['joy', 'surprise']""","""['positive']""",surprise,The surprise ceremony to honor her dedication to the community was a touching moment for all.,en,llama-3.1-8b-instant,v2-batch,1,16
399,ceremony,"""['joy', 'surprise']""","""['positive']""",surprise,The surprise ceremony for the employee's retirement was a heartwarming gesture by the company.,en,llama-3.1-8b-instant,v2-batch,1,14
400,intrusive,"""['anger', 'disgust', 'fear', 'surprise']""","""['negative']""",surprise,I was caught off guard by an intrusive thought that changed everything suddenly.,en,llama-3.1-8b-instant,v2-batch,1,13
401,intrusive,"""['anger', 'disgust', 'fear', 'surprise']""","""['negative']""",surprise,The loud noise turned into an intrusive buzzing sound that made me jump.,en,llama-3.1-8b-instant,v2-batch,1,13
402,chuckle,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",surprise,The comedian's unexpected punchline made me start to chuckle uncontrollably.,en,llama-3.1-8b-instant,v2-batch,1,10
403,chuckle,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",surprise,I couldn't help but chuckle at the silly joke my friend just told me.,en,llama-3.1-8b-instant,v2-batch,1,14
404,banger,"""['anger', 'anticipation', 'fear', 'surprise']""","""['negative']""",surprise,The news that my favorite band was releasing a new album was a total banger.,en,llama-3.1-8b-instant,v2-batch,1,15
405,banger,"""['anger', 'anticipation', 'fear', 'surprise']""","""['negative']""",surprise,The fireworks display on New Year's Eve was a real banger that lit up the sky.,en,llama-3.1-8b-instant,v2-batch,1,16
406,presto,"""['joy', 'surprise']""","""['positive']""",surprise,The magician performed a presto change that left everyone in awe.,en,llama-3.1-8b-instant,v2-batch,1,11
407,presto,"""['joy', 'surprise']""","""['positive']""",surprise,I was blown away by the chef's ability to cook a meal in presto time.,en,llama-3.1-8b-instant,v2-batch,1,15
408,wreck,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,The unexpected storm caused a massive wreck on the highway.,en,llama-3.1-8b-instant,v2-batch,1,10
409,wreck,"""['anger', 'disgust', 'fear', 'sadness', 'surprise']""","""['negative']""",surprise,I spent hours cleaning up the mess after driving my car into a wreck.,en,llama-3.1-8b-instant,v2-batch,1,14
410,jubilant,"""['joy', 'surprise', 'trust']""","""['positive']""",surprise,She couldn't hide her jubilant face when she won the lottery finally.,en,llama-3.1-8b-instant,v2-batch,1,12
411,jubilant,"""['joy', 'surprise', 'trust']""","""['positive']""",surprise,The crowd's jubilant reaction to the concert's grand finale was contagious.,en,llama-3.1-8b-instant,v2-batch,1,11
412,morals,"""['anger', 'anticipation', 'disgust', 'joy', 'surprise', 'trust']""","""['positive']""",surprise,The teacher struggled to instill traditional morals in her modern students.,en,llama-3.1-8b-instant,v2-batch,1,11
413,morals,"""['anger', 'anticipation', 'disgust', 'joy', 'surprise', 'trust']""","""['positive']""",surprise,He was raised with strict morals that guided him through life's challenges.,en,llama-3.1-8b-instant,v2-batch,1,12
414,unstable,"""['fear', 'surprise']""","""['negative']""",surprise,The unstable weather forecast made it hard to plan the outdoor wedding.,en,llama-3.1-8b-instant,v2-batch,1,12
415,unstable,"""['fear', 'surprise']""","""['negative']""",surprise,Her unstable mood swings made it difficult for her friends to be around.,en,llama-3.1-8b-instant,v2-batch,1,13
416,incident,"""['surprise']""","""[]""",surprise,The minor incident on the plane didn't cause much delay.,en,llama-3.1-8b-instant,v2-batch,1,10
417,incident,"""['surprise']""","""[]""",surprise,The eyewitness account of the incident was crucial to the investigation.,en,llama-3.1-8b-instant,v2-batch,1,11
418,excavation,"""['anticipation', 'surprise']""","""['negative']""",surprise,The archaeologists made a groundbreaking discovery during the excavation.,en,llama-3.1-8b-instant,v2-batch,1,9
419,excavation,"""['anticipation', 'surprise']""","""['negative']""",surprise,The slow excavation process was tedious but yielded valuable insights.,en,llama-3.1-8b-instant,v2-batch,1,10
420,unquestionable,"""['trust']""","""['positive']""",trust,Their unquestionable integrity earned them the respect of the entire community.,en,llama-3.1-8b-instant,v2-batch,1,11
421,unquestionable,"""['trust']""","""['positive']""",trust,She stood by her unquestionable values in the face of adversity.,en,llama-3.1-8b-instant,v2-batch,1,11
422,valor,"""['trust']""","""['positive']""",trust,His valor in battle was a testament to his unwavering dedication.,en,llama-3.1-8b-instant,v2-batch,1,11
423,valor,"""['trust']""","""['positive']""",trust,Her bravery and valor inspired others to stand up for what's right.,en,llama-3.1-8b-instant,v2-batch,1,12
424,reporter,"""['trust']""","""['positive']""",trust,The seasoned reporter built trust with her sources over the years.,en,llama-3.1-8b-instant,v2-batch,1,11
425,reporter,"""['trust']""","""['positive']""",trust,"As a trusted reporter, she broke the story that made headlines nationwide.",en,llama-3.1-8b-instant,v2-batch,1,12
426,forgiving,"""['trust']""","""['positive']""",trust,Being forgiving was a quality that she admired in her friends.,en,llama-3.1-8b-instant,v2-batch,1,11
427,forgiving,"""['trust']""","""['positive']""",trust,His forgiving nature helped to keep the peace in the family.,en,llama-3.1-8b-instant,v2-batch,1,11
428,patriarchal,"""['trust']""","""['positive']""",trust,The patriarchal society was slowly changing to be more inclusive.,en,llama-3.1-8b-instant,v2-batch,1,10
429,patriarchal,"""['trust']""","""['positive']""",trust,The patriarchal legacy of her family had a profound impact on her life.,en,llama-3.1-8b-instant,v2-batch,1,13
430,dubious,"""['fear', 'trust']""","""['negative']""",trust,My friend's dubious nature made me hesitant to lend him money.,en,llama-3.1-8b-instant,v2-batch,1,11
431,dubious,"""['fear', 'trust']""","""['negative']""",trust,"She had a dubious past, but after getting help, her trustworthiness was undeniable.",en,llama-3.1-8b-instant,v2-batch,1,13
432,cherish,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,We cherish every moment we spend with our loving family.,en,llama-3.1-8b-instant,v2-batch,1,10
433,cherish,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,It's essential to cherish the memories we make with our loved ones.,en,llama-3.1-8b-instant,v2-batch,1,12
434,chuckle,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,The thought of our child's first steps made me chuckle with joy.,en,llama-3.1-8b-instant,v2-batch,1,12
435,chuckle,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,Her silly joke made me chuckle and brightened up my day.,en,llama-3.1-8b-instant,v2-batch,1,11
436,prefer,"""['trust']""","""['positive']""",trust,"I prefer to work with people I trust, like my colleagues.",en,llama-3.1-8b-instant,v2-batch,1,11
437,prefer,"""['trust']""","""['positive']""",trust,It's reassuring to know that I prefer the simplicity of our daily routine.,en,llama-3.1-8b-instant,v2-batch,1,13
438,maintenance,"""['trust']""","""[]""",trust,Our mechanic's regular maintenance helped us avoid costly repairs.,en,llama-3.1-8b-instant,v2-batch,1,9
439,maintenance,"""['trust']""","""[]""",trust,The company's commitment to maintenance ensured a smooth operation.,en,llama-3.1-8b-instant,v2-batch,1,9
440,pleasant,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,The instructor's pleasant demeanor put me at ease during the first day of class.,en,llama-3.1-8b-instant,v2-batch,1,14
441,pleasant,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,Her pleasant smile and kind words made everyone feel welcome to the party.,en,llama-3.1-8b-instant,v2-batch,1,13
442,peaceful,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,The peaceful atmosphere of the park was perfect for a relaxing morning stroll.,en,llama-3.1-8b-instant,v2-batch,1,13
443,peaceful,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,The music helped to create a peaceful environment for meditation.,en,llama-3.1-8b-instant,v2-batch,1,10
444,related,"""['trust']""","""[]""",trust,I felt relieved knowing that my research was related to my career goals.,en,llama-3.1-8b-instant,v2-batch,1,13
445,related,"""['trust']""","""[]""",trust,The new policy was related to the company's efforts to increase employee satisfaction.,en,llama-3.1-8b-instant,v2-batch,1,13
446,award,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,Receiving the award for best student was a huge confidence booster for her.,en,llama-3.1-8b-instant,v2-batch,1,13
447,award,"""['anticipation', 'joy', 'surprise', 'trust']""","""['positive']""",trust,The company proudly displayed the award on their lobby wall for all to see.,en,llama-3.1-8b-instant,v2-batch,1,14
448,civilized,"""['joy', 'trust']""","""['positive']""",trust,The host country showed great respect and civilized behavior during the diplomatic meeting.,en,llama-3.1-8b-instant,v2-batch,1,13
449,civilized,"""['joy', 'trust']""","""['positive']""",trust,It's essential to maintain civilized communication in the workplace to avoid conflicts.,en,llama-3.1-8b-instant,v2-batch,1,12
450,barter,"""['trust']""","""[]""",trust,I trusted my friend to help me find a good partner for bartering services.,en,llama-3.1-8b-instant,v2-batch,1,14
451,barter,"""['trust']""","""[]""",trust,She was skilled at bartering and always managed to get the best deals for our family.,en,llama-3.1-8b-instant,v2-batch,1,16
452,parietal,"""['trust']""","""['positive']""",trust,The parietal lobe of the brain was found to be responsible for trust and reliability.,en,llama-3.1-8b-instant,v2-batch,1,15
453,parietal,"""['trust']""","""['positive']""",trust,Research showed that people with a larger parietal lobe were more trustworthy and honest.,en,llama-3.1-8b-instant,v2-batch,1,14
454,legal,"""['trust']""","""['positive']""",trust,The legal team worked hard to establish trust with our new business partners.,en,llama-3.1-8b-instant,v2-batch,1,13
455,legal,"""['trust']""","""['positive']""",trust,She was a trusted advisor in the legal department and always provided solid guidance.,en,llama-3.1-8b-instant,v2-batch,1,14
456,commanding,"""['trust']""","""['positive']""",trust,The commanding officer of the army had earned the trust of his soldiers through his bravery.,en,llama-3.1-8b-instant,v2-batch,1,16
457,commanding,"""['trust']""","""['positive']""",trust,Her commanding presence on stage made the audience trust her immediately.,en,llama-3.1-8b-instant,v2-batch,1,11
458,fraternal,"""['joy', 'trust']""","""['positive']""",trust,The fraternal organization donated to charity and gained the trust of the community.,en,llama-3.1-8b-instant,v2-batch,1,13
459,fraternal,"""['joy', 'trust']""","""['positive']""",trust,The fraternal bond between the two friends was strong and built on trust and loyalty.,en,llama-3.1-8b-instant,v2-batch,1,15
460,dutiful,"""['anticipation', 'trust']""","""['positive']""",trust,"My dutiful friend stood by me during difficult times, always willing to lend a helping hand.",en,llama-3.1-8b-instant,v2-batch,1,16
461,dutiful,"""['anticipation', 'trust']""","""['positive']""",trust,"She was a dutiful daughter, always looking out for her parents' well-being and doing her best to make them proud.",en,llama-3.1-8b-instant,v2-batch,1,20
462,surrogate,"""['trust']""","""[]""",trust,The surrogate mother was a kind and caring woman who wanted to help couples build their families.,en,llama-3.1-8b-instant,v2-batch,1,17
463,surrogate,"""['trust']""","""[]""",trust,The use of a surrogate was a great option for us as it allowed us to have a child while still being able to focus on our careers.,en,llama-3.1-8b-instant,v2-batch,1,28
464,proviso,"""['trust']""","""[]""",trust,The proviso in the contract ensured that both parties understood the terms and conditions of the agreement.,en,llama-3.1-8b-instant,v2-batch,1,17
465,proviso,"""['trust']""","""[]""",trust,She carefully read the fine print and noted the proviso that required her to meet specific sales targets.,en,llama-3.1-8b-instant,v2-batch,1,18
466,conveyancing,"""['trust']""","""[]""",trust,"The conveyancing process was complex, but the lawyer's guidance helped us navigate it smoothly.",en,llama-3.1-8b-instant,v2-batch,1,14
467,conveyancing,"""['trust']""","""[]""",trust,She worked hard to ensure that the conveyancing was completed efficiently and without any issues.,en,llama-3.1-8b-instant,v2-batch,1,15
468,planning,"""['anticipation', 'trust']""","""['positive']""",trust,The planning committee worked tirelessly to organize a successful charity event that raised thousands of dollars.,en,llama-3.1-8b-instant,v2-batch,1,16
469,planning,"""['anticipation', 'trust']""","""['positive']""",trust,"Good planning and preparation are essential for achieving success in any field, whether personal or professional.",en,llama-3.1-8b-instant,v2-batch,1,16
470,discretion,"""['anticipation', 'trust']""","""['positive']""",trust,"With great discretion, she handled the sensitive information with complete trust.",en,llama-3.1-8b-instant,v2-batch,1,11
471,discretion,"""['anticipation', 'trust']""","""['positive']""",trust,"She always exercised discretion in her decision-making process, earning the trust of her colleagues.",en,llama-3.1-8b-instant,v2-batch,1,14
472,happy,"""['anticipation', 'joy', 'trust']""","""['positive']""",trust,The happy smile on her face was a clear sign of her trust in our abilities.,en,llama-3.1-8b-instant,v2-batch,1,16
473,happy,"""['anticipation', 'joy', 'trust']""","""['positive']""",trust,Seeing her happy and content made me feel a deep sense of trust in our relationship.,en,llama-3.1-8b-instant,v2-batch,1,16
474,referee,"""['trust']""","""[]""",trust,"The referee made a fair decision, building trust among the players and the coaches.",en,llama-3.1-8b-instant,v2-batch,1,14
475,referee,"""['trust']""","""[]""",trust,The referee's impartial stance helped to establish trust in the game's integrity.,en,llama-3.1-8b-instant,v2-batch,1,12
476,freely,"""['joy', 'trust']""","""['positive']""",trust,"We worked freely together, trusting each other to complete our tasks efficiently.",en,llama-3.1-8b-instant,v2-batch,1,12
477,freely,"""['joy', 'trust']""","""['positive']""",trust,"The team worked freely without any constraints, earning the trust of their manager.",en,llama-3.1-8b-instant,v2-batch,1,13
478,brotherly,"""['anticipation', 'joy', 'trust']""","""['positive']""",trust,The brotherly love and support we showed each other earned the trust of everyone around us.,en,llama-3.1-8b-instant,v2-batch,1,16
479,brotherly,"""['anticipation', 'joy', 'trust']""","""['positive']""",trust,The brotherly advice I received from my friend helped me to build trust in my own abilities.,en,llama-3.1-8b-instant,v2-batch,1,17
